The music expressed on the previous programs are those of the hosts, guests and collars,
and do not reflect those of the Beasley Brite Test Group. It's staffed advertisers for agency.
The biggest names, the best talent.
You're listening to Sports Radio 560 WQAM.
I'm Mike Miami, 4th grader.
Look, there's an antenna in the light tonight. Let me give you a clue.
The piece, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the
album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album,
the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album
9 to 10 is high school gridiron report wow
And 10 to midnight we got
The beast
The beast the freak the freaking beast
Tomorrow we got St Thomas Aquinas and Lakeland high school championships. Wow. Whoo. I'm gonna come in here and be sure listen to that
No longer catch of the day
What do you mean by that? They canceled so he'll just be doing normal show. What what do you mean they canceled?
I don't know Josh called and said they can probably they're pretty ticked off of our kin molding getting blown out
Because it says Ken 2 to 4 on the updates
Now let me ask you this question. Why would today
Tomorrow we got Orlando at dolphins camp John L 2 to 4 why would today be Ken's last day?
Maybe he's taking his vacation for the end of last of the year
I hope so I hope he sticks it to him stick it to him Ken
Go in there and take a broom handle and stick it where the moon don't shine. You'll cock a moon
Anyway, here's one from Carl that this is this is tragic to me tragic
Being in the tax bracket that you and being that you are and being someone appreciates a good bowel movement
Let me recommend something that every man of mean should experience
During my many visits to Japan. I found myself on the total toilet for over an hour to time
It's well-mounted with keyboard control water preheat and self-cleaning
Paul Sating nozzle are a sensation. It's on par with the greatest sexual experiences
They run about a grand but are worth every penny
The total toilet
Okay, I got news for you Carl
When the day comes that I have money to buy a total toilet. I mean, I got plenty of money
But when the day comes that I've got that much money. I have somebody else wipe my ass. How do you like that?
There you go
Yeah
the total toilet
On a par with the greatest sexual experiences
This guy is definitely a nice man
Am I right? Sounds like it
Who was it that though we worked with who was big into that whole high-colonic crap if you put in an expression
I don't know some young punk was a JC. I don't know always running to get his
Uh, uh, uh, colonization. Oh that that was then on him. No. Why is that under JC? That was ponytails Jeff. Come on. I wanted it
Yeah, that was JC
Wanted to move into my house
Please watch this video during the break you can see Drew Care's reaction to a perfect bid. It's a short video
Says Brandon if anything if anybody else would have sent this I wouldn't watch it
But I trust Brandon and the problem is the link doesn't work
youtube.com watch the link doesn't do anything
Okay, I tried Brandon. Oh no, in fact my my computer just froze up from that
Oh, no, here's the link it works the prices right exact showcase bid
Drew Carey blows on that show. Oh there you go again. You don't like anybody. I like Bob Barker. Just fine
Drew Carey is so
inappropriate for that that show somebody made an exact bid you know at the end of the show when you have to bid on the showcase
And the dark-complexed chick
She missed by 494 bucks and the guy the cracker guy
Well, this is law it better be really good Brandon
He bid 23,743 and the actual price
Right on the right on the money. How could you do that?
Law of averages and there's Drew Carey with a I don't I don't see any look on his face
I don't see any look
Well, okay, thanks Brandon not
Okay, moving along
Well, you can listen nobody's perfect once in a while even Brandon's gonna send a clicker
Well fake fake Barry Jackass is back. I think one to two hour. We're gonna like play stuff
Ooh Pete Wentz reveals way too much to Howard Stern by Vicki Hyman the star ledger
Remember Bobby Hyman that's way before your time from the dating club whatever that was no the mating game Bobby Hyman
Boy, they hated me when I was doing a mating and dating show on the Ws news
And I got a lot of couples married and we had picnics and all kinds of stuff and people meeting and getting together and
Everybody who was in the dating club business man a hated me like poison because I was hurting their business
Huh, because it was for free. Oh, how dare you yeah, so we were stepping on their toes
I don't see any expression on Drew Carey's face. That's why he sucks on that show
The guy gave the exact price of the a showcase
443 votes on a pool. I think you got a real shot of 500 if you keep pushing it mr. Fat
You're gonna push it definitely
Maybe we need one of them Japanese toilets. No, thank you
Ha ha ha ha
I'll tell you one thing most of the people in management in this business need one of those because they're really full of it
They got a lot of
Experiment to get rid of
fakeberry jackass says
Pete Wentz reveals way too much to Howard Stern
We've read many and unsafe everything and pursued a first celebrity dirt
But we did not get paid enough to read past this headliner on huffing and post
Hugh Hefner I almost swallowed the sex toy we didn't however read about Pete Wentz growing about his amazing sex life
Uh with wife and new mom actually Simpson to Howard Stern and quickly wished we hadn't
But our philosophy is that spreading the misery makes it thinner for yourself. So here it goes
If he and Simpson fit on the show last year went says they probably would be doing it in the green room right now
The basis revealed that the couple who married and made currently do not have sex because of the reason birth
But do other fun stuff such as
She gives me loving
Laptances. She gives a mean lat dance. He said she wears songs and sexy clothes
Those lat dancers not to mention sex were a long time coming for wince who admitted he pursued the singer for while before
She finally hooked up with him their first time the best section on counter I've ever had was at New York
Soho Grant hotel he says
I'm looking in the mirror thinking oh my god. You're banging the girl of your dreams and you can watch yourself
He said
Other golden nuggets of information. We probably should not know included Simpson's pregnancy weight
150 pounds, which is now blazing off her her broad-prey size and post pregnancy
Seacup but I think with a breast milk hits a D and how wince would have considered a threesome with Ashley and Jessica 20 years back
Ironically at the start of the interview the 29 year old noted that his wife ordered him not to say anything
Crummy about me on stir and show oops
Do you do find this interesting not at all or uh, you know spicy?
You know
Whatever
None of those things no
Ranchi racy and and keep in mind. This is on uncensored radio. Yeah. Yeah
Whoopee this here
Yeah
The fake berry jackass there's one for you. There's another one just like Bernard gets on the subway
There's another one for you fake berry
I guarantee you the real berry jackass would never send me anything like that never
Don't ever take sides with anyone against the family again
Ever thousand thirty six points
No more emails no calls
one to two hour
Stuff
Right, I mean it's a week before Christmas right much longer before than usual
But that was back in the day when we really had an audience don't forget that trend comes out 10 o'clock tomorrow morning
Oh
The fourth lead
The biggest name
You're listening to sports radio 560 wq a.m. I am a for the other day
The one to two hour
Oh
Our
and those that singing, Jesus truly did us from when he made the same
this song. We may not the hair lift angel sing.
For me, you're the new one king.
One o'clock at 560 WDQ at Merry Christmas. Happy Tinnokka. All these things.
All of these things. That's right. Although I don't see any holiday greetings from too
many people on our emails today, you know, or on the phone. Oh, well, or anywhere else.
Now they want to know why? That's South Florida for you. We got 57 left on the
certificates for Miami Prime Grill. We sold 23. Pretty weak, if you ask me.
Mm-hmm. Excellent food. Great location, right? Perfect for dating, Broward.
But nevertheless, 455 votes on Fat Chris's pool. If we get to 500, he is going to be,
he's going to go naked right into Joe Bell's office and demand this thing.
No, it's a good thing he's not here to hear that. Oh, where'd he go?
He ran out, so I don't know where he went. He ran out. Maybe too much food there today.
Maybe? We did eat a lot. Maybe he's looking for him to those Japanese turlits.
Now you're into all things Japanese with that scene student you had a couple years ago.
Yeah. Wouldn't you ever hear that fancy toilet? They got a lot of fancy things in Japan.
They're way ahead of us. Really? So maybe not by that name, but yeah, I mean,
I've signed it on a documentary as all the kind of weird toilets they have in Japan.
Robo toilets. You know what the kind of, what's his name? Fort Lauderdale, Jim Noggle?
Is that his name with the Robo toilets? Yeah, it's the Nazi Mary. Yeah.
Things like that. Maybe Barack could invite Jim Noggle to speak too, along with Rich Warren
at the inaugural thing. Brandon says I sent that video because it was the first time in
37 years and over 6,000 shows that it would ever happen there was an exact bit on the showcase.
And to Drew Carey, he could cure less and was more expressionless than ever before.
See, I was looking for an expression and there wasn't any. And that was the point.
I mean, what are the odds of anybody just guessing it right to the dollar?
Right to the dollar. Right. And the other chicks, you only missed her showcase by 454 bucks,
and I'm sure she thought, I want, I want, you know, like guaranteed it's, it's in.
It's a done deal. Guess what, bitch? I'm sorry, she might be a very nice lady.
Don't call her bitch. See, there you go again, you can't help yourself because you're so angry and
hostile and nasty. And it's got nothing to do with the fact that you talk to these A-holes in
South Florida for 33 years. The negativity is just overwhelming. It's just it's not drowning in
a sea of negativity when you're dealing with a South Florida audience, drowning in a sea of
negativity. Oh, it's your fault, Neil. Yeah, I invented it. I created it. Did the tummy come back?
Yes. Yeah, I'm here. I'm sorry. And what was I saying about him that he wouldn't want to hear?
Oh, I put it out of my head. Something grows with Joe Bell or something.
Yeah, there was, that was not that. It was disgusting. You just made that up.
It was gross. I forgot what it was too. Filthy.
It was not filthy. We're not allowed to do so much mootsy, much less real filthy anymore.
You should know that Joe says I have to use a new way to get your show work watches are internet
use. AM is nothing but buzz and static from the equipment interference. So I got a smart phone
from me and TNT with Windows Mobile 6.1. I can click on your website, stream over the phone
and Windows Media Player Mobile. For all the people who bitch they can't listen. If there's a
will there's a way. Thanks, Joe. There's a guy that makes the effort. Right. And admits it. He
admits he listened to the show and goes out of his way to do it as opposed to
at retire. You're all done. You're all washed up. You old fossil.
I'm sure that those are coming from Howard Davis across the street or maybe from Howard David.
Did you ever, did you ever think about that? Absolutely. That's the first time I've ever
done on me that somebody evil like Mo Howard David might be sitting around. What else is
you got to do? Yeah, I don't think I don't think so. No, little too much imagination, you know.
Little too much humor. Little too much work. Well, what else has you got to do for crying out loud?
Pick Dingo berries. Pick Dingo berries and Voka? Where else? Maybe they're having a big sale.
Well, I want to think about picking Dingo berries. That's what they grow their thickest.
That's sex. Yeah. Well, I tell you that that was the bad mistake blowing him out.
We couldn't have done much worse between two and four if he'd have stuck around if they'd
kept him around. Told you it was like a human battering ram. Not just for me, but for everybody.
Right? Am I right? Yep. There was there was some excitement. There was like a certain something.
A little something something. Yeah, a little something something there with him. Now,
how do you know? Who did Mo for Q.A.M. Mo Howard David or what's his name? Jerks.
Wow, we're still bouncing back from that or at least trying to. We'll find out tomorrow morning
if there's any bounce. I feel like a lifetime ago already. I beg your pardon. It's almost like he
was never here. Who? Jerk? How about that? Yeah. Was that him? Where's that guilty? That was him?
Yeah. No, play that. Come on that shit. No, not that. How about that?
That sounds like guilty. Nevertheless. Do you think Chris that sounds like guilty? Not at all.
Are you crazy? Maybe, but it doesn't sound like guilty. Same. How about that? See, I know that's him
because we recorded it while he was sitting right in front of me. Really? Yeah. Jerks? Yes.
My good friend Jason Jackson. Oh, man. Wow. Look, I told you we got along. We got along great. We never had a
cross word off the air. Yeah, you said the same thing about Rick Riley. Then the last couple days
you've been ripping him an ass. I had not contradicted anything I've ever said about Rick Riley.
Oh, no, what is this? Feel the fake fill Henry is back again? Not funny fake fill. Not funny at all.
But I'll print it out. I mean, there's nothing else on there. I just don't want to play bits
the whole hour because it's a week before Christmas and all through the house. Not even a
house. Isn't that the way that went? Not even lower. We're talking about a lot of losses yesterday.
Lices and Lusai. Very, very weak. 463 votes. We need 37 an hour. No problem. Easy. Pickens. How the
how we're going to do 500 today must be a great poll, huh? Yep. Beautiful's got 12, by the way.
Generally speaking, the people of South Florida are beautiful. They're lovely.
I just don't I guess when I'm down there driving around, I just don't see those people. I see all,
all people that make me feel like I'm a like a child. Yeah. That's a bad luck. Is that it? Must be.
Here's one that says from the fake Mr. Ego. Oh, yeah, by the time I make believe in. Not not funny.
Paul in LA. Not funny, Paul, from the fake Mr. Ego. Happy holidays to you though, but
thanks so much for a real feeble attempt. Well, what have I always said? Nothing worse in the world
than people trying to be funny who are not. Yuck, yuck, yuck. You know what I mean? Mm-hmm.
And so many of those people rolling around on the ground. WQA Am hello.
Hello. You can tell there's somebody there because you heard the back. Hello. QYM hello.
I think it's really sad. Oh, no. Oh, no. Not a week before Christmas. It's really sad. Oh, no.
I just think in the morning for years back when it was. I said, what? I said, how you doing?
I'm doing fine. How you doing? Okay. Happy holidays to you. Yeah. Yeah. May next year be a good year for
everybody. Mm-hmm. Look out now. My, my, my, I'll tell, I'll tell Ken you sent your regards. Have a great day.
You too. They want to bring back that wording. Bye. That'd be fun. Bye. Bye, Mike. Bye, Mike.
Bye, bye. Bye, bye. Oh. What are you laughing about? You're suggesting bastard? Yeah, that's right. WQA Am hello.
That's from me. Just coming by, baby. Yeah. Who cares? Screw him. QA Am hello.
You ain't deaf, honey. Anymore either, dude. Yeah, no, but you're listening. Yeah, you're listening. WQA Am hello.
I'm holding it for a year, Mark. Oh, she'll be on a half an hour.
That was Joe doing a voice. That was Jolly Joe. He said that he's holding it for a year, Marks.
Only she'd rather have her hold it for him. QA Am hello.
Well, I won't just happen with the phone there. I don't know. Look at that. My, my, my, my, ask you.
QA Am hello. Hola. QA Am hello. Hey, I'm Cornel. Yep. I always you guys are happy holidays.
You're yours in the crew. Have a good one. Okay, you too. Bye. Well, let's not have like a whole week of that.
I mean, it's pleasant, you know, but, oh, you know what I mean? Yeah. Happy holidays.
Happy holidays. Happy holidays. That was down 30 red points. Let's see if there's any emails pouring in. Sure, there are. Here you go.
Oh, no, Adam again. Go away, Adam. I'm going to come to Kitchen Waterloo and track your fat ugly ass down and just take a whoop into you.
Oh, the fake Phil Henry says that can't be me check the email address.
Yes. I'm listening. Wouldn't it be something if it was the real Phil Henry? But of course, you know, it's not right.
What would be a code that he could write in that only Phil would know? I don't know, but somehow you would know.
But here's another way that you would know. Yes, he won't write you an email. Oh, the fake podcast and over is back to it's most still on serious NFL radio. I have no idea.
Sam Rosen who called it off in 49ers game on Fox Town just like Mo that is true. Only Sam's a nice guy. I'm told with a much bigger schnauz. Oh, he had to say this, you know, because we can't control the jeans that created the way we were born looking. Right. Sam Rosen could be the ugliest human on the face of the year.
What was the guy's name on happy days? Al.
Okay.
You know, with the big nose and the big head. The guy that ran the diner. Yeah. That's what Sam Rosen looks like. Wow.
And he's got the real New York, Julie Sound, you know, but he's good. He does the ranges ranges.
And he does one NFL game every week. You know Sam Rosen, right? The tummy. Yeah, some kind of this weekend. You saw him? Well, yeah, on the broadcast.
Am I right about his appearance? I would love to tell you, but the TV that I have in this room. Kind of blurry.
Really? Yeah. Oh, you don't have the cables not working again. No, the cable's fine. The TV. Don't say the cables fine because they'll have that disconnected. No time.
I'm amazed that they haven't stopped paying that bill. That generally is part of the course. Am I right? Yep.
And we're all the times. Oh, cables out. Oh, they didn't pay the bill. We got to go to accounting and see if we can get that cable turned back on.
Let's turn on ESPN. Oh my god. It's a blank freaking screen.
Somebody said it's a bag of money.
The 560 QA and the sports leader. We're going to get Ricky a blow.
Yeah, Steve.
Get off. Wait. Get the double record. Push the kid and cuss the cash here.
After this, I'll need a cool beer.
Sing it. Hell's up. You want your little brass? That makes us any happy for me.
Yeah, yeah, yeah, yeah, yeah. Where do you get my age? All of sudden Christmas is 19th December,
Bobby, Chris and six months to pay it off. Hey, you. I saw that place. Hey, give it back right now before I shut my
boot as far as your lies of them. No. Yeah. Oh, how do you do?
Hey, miss, how can that possibly be out of stock? Do you people realize there's more than one customer who might want to buy it
special? Where's the manager? I'm the manager. You got a problem.
I only wish the happiest of holidays to you and your.
Kids, come here. Come here. Come here. You'll be saying, okay? Yeah, yeah.
I gotta get out of here. Very Christmas. Yeah.
Yeah. Well, it's gonna be a long drive home.
118 at 560 WQ. I got an interrupt. I was gonna play like a bunch of those, but I got something too important.
Well, then late on us. Brandon sends me this to risk from Port Saint Lucie. Police are seeking an arrest warrant for a man accused of
hitting his wife after she asked to smell his penis to determine whether he was cheating with another woman.
Okay. The 37 year old victim told investigators her husband of three years punched her face and kicked her arms and legs
Monday night after she accused him of having an affair. The victim said she told her 25 year old husband as he used the
restroom to display his penis to her so she could smell it. She said she asked him to show his genital area so she
could determine whether he was cheating with another woman. As she went to sniff her husband's penis,
he reportedly punched her mouth and started to kick her when she was on the floor. The husband then fled the scene.
Police saw bruises and red marks on the victim's mouth legs and arms. She became uncooperative when told the warrant would be filed for her husband's arrest.
Ain't that something bust? Can I smell it, honey? Oh, you can always tell by the smell. Is that it?
What do you use? That's swell. I
Luis says the reason Drew Kerry had no reaction in that clip is because there was a 30 to 45 minute wait while they verified the guy wasn't cheating because
obviously they taped the show, but even so. I
mean, would you show like some reaction like, huh? Raise your eyebrows a little. Right. Do something act like you're going to have a
BM or something, anything? Start jiggling that big public around anything Drew, but he's he's like a statue.
Totally unfit for that show. Q. I. Am hello.
Neil. Yes, sir. Hey, how's it going, man? Okay. Have you guys kind of a chance to check out the movie doubt?
No, the one with Philip Seymour case of Catholic priest and Mel Street. No, it's being highly touted.
Say why no? It's being highly touted. Yeah, man. It's a good move. It kind of drags on a little bit, but it's good movie on nominets.
Anyway, there's a there's a part in it, man. We're
going to see more tells Mel Street. Well, there are no facts in the church. Okay.
Yeah, I guess that's it. That was it. That was the punchline and then click run away. Click run away. Let me go turn the radio off.
Naomi on the radio. See if it was as bad on the radio as it was live.
You don't have to listen. It was Q. I. Am hello. Hello. Yes, sir.
I knew what's up. I love you. Yeah. I guess I was it. Yeah.
No, he loves you. Yeah. Send pictures, sweetie.
W Q. I am. Hello. How about those cubbies? Yeah.
Still doing it next year. Yeah. Next year you're asked.
Happy on the kid. Yeah. Up he was.
I'm really looking at anything. He thinks he thinks like all this forgiven and please come home after all the chronic annoying.
How much can I annoy you on the cup bag? Yeah. Yeah. They got swept by a little girls team. Did they buy the Dodgers?
Did I just dream that tummy? Um, was it swept or was it? I think they got swept.
I wasn't really paying attention because I didn't care. They got swept. You ever have sweeps? Yes.
They were swept. They lost. They blew it. They stunk the joint out. They choked. They gagged. They puked all these people with their teams.
You know, it is one thing to use. They religion is a weapon. These people use their sports teams as a weapon. Ranges. Ranges.
I think that that's a by part of the station that we're on. You know, yeah, a bunch of so called adult men who still are like in their
infancy. They're looking their childhood. They still run around with their baseball caps on, you know, backward sideways.
Hanky in the back pocket. Red Hanky. Q.A.M. Hello.
Q.A.M. Q.A.M. Hello. Yeah, I've worn a few good. Oh, no, I sure can't come to Q.A.M. Hello.
Hey, Bill. Yeah. I sent George a picture of the bakery. Slimey's bakery. Yeah. I was wondering if he ever showed it to you. Yeah. You sent him a picture of a slimey. All right.
I'm not really dead. Everybody's got a lot of guys have a nickname for it. Well, what are you talking about? I called up probably about three months ago.
I thought I found a place to market. Slimey's bakery. You're in the George. Did you get it? Yeah. I think I got it.
Yeah. Okay. I mean, it's no big deal. I've listened to you for over 20 years. And I know you said that that was that. And that's pretty cool. That. Slimey's. Yeah. It's actually a real place out there.
And I thought you got to kick out of the picture, but I guess I showed you. But George never said it to me though, because he's a harness. That's right. Well, I just said it.
And all right. No big deal. It's thanks. Pal, you see it. Slimey's. They have a happy Monica. The else. And you too. Happy whatever. Thank you. Bye. Bye. Happy tissue. Bye. Here. I'm holding the picture up. No, it's it. Oh, yeah. I see it. It says. Slimey's. It's got. He were letters. No less. Right.
My rule. Hot dog. No, let's go to Hanukkah for our slimey's for the other way around. See, that's cute. There is a place called slimes after all. Yeah.
495 votes. You got 500. Lick man. You got it made in the shade. Tubby. Hey, you. I can't do it myself. What? It's 499. You better catch up. 499. I see it. How are we doing on the certificates? By the way, 57 still. That was. 53. 53. We sold 27. Oh, yeah, 500.
500 certificates. No, on the dot 500 votes. Wow, I think we ought to like give ourselves an award now. Go home. I got to order lunch anyway. I got the chicken parmesan coming. See you later. Chicken parmesan. Q. I. Am. Hello. If you know the name of the show, this brother, you'd like to step press one now to Brown. Q. I. Am. Hello. Happy. Are they from the pine. The big 75 and shown. I hate you.
I know you probably I don't know if you talked about this earlier or not. The whole thing with Obama having Rick Warren speak. Yeah, great. It's unacceptable. It's garbage. Yeah. No, I hear he's got everybody up the arms. But the thing is, he better watch it because one of these guys going to throw a high heel at him. So it'll be another. Bush. You know, relive. They're going to throw their pink panties at him. You know, on one hand, you have to say, you know, it's
not. It's reaching out, maybe. Are. A man reaching out my ass. It's a cop out and reaching out. Wow. Reach out to Hitler. Okay. Get out of here. reaching out. So cop out, I was wondering what that was.
Jesus and Abraham and Allah all rolled into one.
And who knows?
Who knows is pulling the strings?
Like in the Godfather.
Remember pulling the strings?
That's right.
Another peasant of auntie.
500 votes even on there.
And 15 say beautiful.
You people in South Florida are beautiful.
Only eight say ugly.
But 164 say, high style.
What's the biggest name?
The best town of people is angry.
Sport radio 560 QAM.
The fourth leader.
So, what's your name?
The best talent.
It's a T.A. Joe.
Wing nights for me.
Do I live in Iran?
Sport radio 560 QAM.
The sports here.
You're a bandit.
OK, I hear my little brother.
So I have to show you how to celebrate Hanukkah.
This is called a cradle.
You spin it in the seaward lands.
And you sing this song.
I have a little cradle.
I made it out of clay.
And when it's done ready, with cradle I shall play.
Oh, cradle, cradle, cradle, cradle.
I made you out of clay.
Traddle, cradle, cradle, cradle, with cradle I shall play.
Now you try it.
I've just been in with your fingers like this.
Hey, hey, hey, hey, hello, hey.
Up the sun, like all the wind.
Clean, came down the way, then washed his fire out.
Hey, what the hell are you doing?
Oh, hey, Carmen, we're playing trails.
You want to try?
Sure.
Here's a little cradle that's not in made of clay.
But I'm not going to play with it because Traddle's
fucking gay.
Hey, shut your mouth, fat ass.
Two.
Play stupid games.
Two.
That's why they're little, cradle, cradle.
Do I made you out of clay?
Play stupid, cradle, cradle, cradle, cradle.
Two with cradle I shall play.
That's why they're named.
What's going on?
Oh, it's that Hanukkah thing.
It's so amazing.
He's spin this thing on the ground and it does.
Man, he man, I could watch it.
Oh, dear, let me try it.
I'll try to make it spin.
It fell while try again.
Oh, cradle, cradle, cradle, cradle.
I like naked light of clay.
Traddle, cradle, cradle, cradle.
Well, try to like something.
Oh, cradle, cradle, cradle, cradle.
Two with naked light of clay.
Play stupid, cradle, cradle, cradle, cradle.
Two with cradle I shall play.
That's why they're named.
Oh, cradle, cradle, cradle.
Play stupid, cradle, cradle, cradle, cradle.
Two with cradle I shall play.
That's why they're named.
Hello, boys.
Hi, Mom.
Oh, how precious.
You boys are all playing traitles.
Now, you know that cradle is a time
on a tradition for the Hebrew people.
Yes, we know this, but as he is still very interesting.
Now, when you want to make a cradle spin,
you'll know a people who always went to spinning car.
To make a cradle spin, you'll see the game.
I'll take the whole way to win.
That's why they're named.
Oh, hi, Dad.
Hello, everybody.
Say, can I join in?
Sure.
I have a little cradle.
I need it out of play.
And when it's dry and ready, with cradle I shall
everybody, cradle, cradle, cradle.
Yeah, I need it right away.
Different, different, different, different.
Oh, cradle, cradle, cradle.
I shall play.
That's why they're named.
Oh, cradle, cradle, cradle.
Yeah, I need it right away.
Different, different, different, different.
Can you hold cradle, I shall play.
Courtney Cox, I love you.
You're so hot on that show.
Dad?
Courtney Cox.
Dad?
We're singing about a cradle.
Oh, sorry.
We'll talk about this later, Joe.
Oh, baby, baby, baby.
How long will it take?
Oh, baby, baby, baby, baby.
You'll be great, baby, baby.
You'll be great, baby, baby.
You'll be great, baby, baby.
You'll be great, baby.
You'll be great, baby.
Yeah, I'll play.
133, QM, my printer ain't doing nothing.
Oh, here it is, finally.
Oh.
Well, it took a little rest, man.
I'm printing out a whole bunch of crap here lately,
you know?
I sure hope that these damn things don't break.
We got five years and the two weeks to go, right?
Not that I'm counting or anything like that.
I was looking at the bottom of our website
this morning where Erick's got time left on Neil's contract,
you know, and it says five years, zero months,
and you know, so many days.
What are we going to do when Neil retired?
What are we going to do when George retires?
I think somebody, I mentioned this before, it didn't work.
Once upon a time at WS News, we had a sales guy.
I forget the name, it's just as well, who was a thief.
And he met somebody, some woman.
I forget whether it was from my dating show
or somehow, some listener, some old lady,
with lots and lots of cash.
He was a young guy like in his 20s, you know?
And he started whining and dining her
to try to grab onto her cash.
Really though?
Yeah.
Had her put him in his will and all this other crap
until finally she, you know,
somebody clued her in that this was a scam artist.
Sales guy, well, I figured, maybe it was Andrew
in another life.
A nice job by the way today, Andrew, not,
or at least he got you guys the food anyway.
Yes he did.
How many of those certificates we got left?
Tubby.
We have 53.
53, so that's not so bad.
We sold, that's not so good.
27.
Fake Barry Jackass says, oh, but anyway,
let me get to my point.
And that is that all these years I've been on here
and I mentioned this a couple of times before.
You'd think that there'd be somebody wealthy, you know,
some old goofball guy lady with millions of dollars
without without any relatives, you know,
maybe they outlived their relatives who never had any,
never got married, whatever, some old queen.
Yeah.
And after maybe 30 years of listening to the show
would leave me in their will and leave me like,
you know, 10, 20 million bucks.
That would be the thing.
Sure.
Never happened.
Not even a dime.
Oh, the money you're making.
Well, you know, money I'm making is okay,
but I mean, you know, I had 20, 30 million.
And I could tell these people were to slam it,
slam a jam it, take that pig skin and stuff it.
You ever have that stuffed pig skin?
No, not lately, a little wish.
You know what I'm saying?
Never happened.
Right?
Yes, that goes back to this hostile bit again.
You know, they don't love me.
They don't love.
River.
Didn't live you.
So the fake Barry Jackass says, sorry about that.
That was rather boring.
I'll wait till I have some better material next time.
We'll be at the touchdown club today.
I went to Johnny F and Rocket today for lunch,
had the patty melt it was great.
Well, good for you, fake Barry.
I know it's not the real Barry,
because mommy packs him a bag lunch.
She packs him a salami and Swiss sandwich on rye.
It's trache, but that's okay.
He's like a smaller version of the beast,
Barry Jackass and an equally annoying.
The fake podcast, Ranova says,
I wanted to give the new Phil Henry a spin,
especially since Manny had hooked me up with some old Phil tapes.
You know, Manny?
Yes.
I know Manny doesn't think Phil is relevant anymore.
And since I've been listening to the radio recently,
I wanted to see how bad Phil sure really was.
How the mighty have fallen, it says, are you sure?
That's what fake Paulie says.
By the way, Paulie is going to have a big snow storm here tomorrow.
Gonna be bad.
Gonna be like 10 to 20 centimeters.
Not good.
But right now it's a little murky and minus three.
Not so bad.
It's going to get bad though.
It's going to be snowmageddon.
They're calling it big storm tomorrow and another one on Sunday.
Anyway, it says don't get me wrong.
It's an okay show, meaning Phil.
It's just that it can't compare to his old shows.
And it simply is not funny.
He's too calm, too balanced, lacks innovation.
In short, it was a boring show.
Phil spent most of the show talking about Obama and from voters
to be smart and not to listen to the talking heads.
A large section of the show is devoted to an unemployed worker who had called in.
Phil also talked about the definition of socialism for a long time,
even at a caller who lived in Sweden promoting socialism.
There was some focus on how the media likes to focus on Sarah Palin's expensive wardrobe
as opposed to the other players in this political game.
I laughed twice, but my laughter was a quick giggle.
He used his veteran voice and called himself to complain about Obama saying
he was a better dancer than McCain.
Secondly, he played the now infamous Obama Robo call where the person on the recording
is named something that sounds like Jerry Watermelon.
In terms of satire, parody comedy and the passive aggressive social commentary
that made Phil Henry the most creative voice on the radio waves, none of that was here.
None. Are you sure positive says Paulie?
He pretty much had a show by giving his take on the linked drudge report articles.
Phil has passed his prime.
I'll be passing on any new Phil Henry shows.
Maybe one day was she'll see the return of the real Phil with all of his sock puppet voices.
How do you like that?
Fake Paulie cashed in over with the Phil Henry review.
And I'm sure the fake Phil will probably respond when you think.
Right. See, the one thing about all of us on the year, we are making a living.
Some of us more so than others, but that's what it's all about.
I mean, the business blows.
And of course, when you sell out to the far right and then you try to like wiggle back,
oh, it Obama's great in the idea.
There's something called credibility that isn't there anymore.
You know, it just is lacking.
It's like when some ex-jocke goes on here and starts spewing right wing political crap like Jimmy Cifalitic.
Somehow they're just something lacking there, something missing like credibility perhaps.
Hey, Jimmy.
The best talent you don't give me a Rogers.
Fort like your five sixty QAM.
A big fourth leader.
The biggest name is the San Thomas.
He's got big hours.
Or landed well to Gary mornings five to seven sports.
Four to five sixty five QAM.
A.S.B. Sports leader.
My god, is that thing real?
No.
