Wobba! Wobba!
All right!
Blackdome!
I tell myself you're with Mimi!
Look at what she's losing!
She divorced her top gun!
Now Tom can go at cruising!
Oh, Tommy!
Tommy!
Mimi!
Mimi!
What's he got that I don't?
Blackdome!
What's his great appeal?
Blackdome!
He's got options, Alan!
What's a great appeal?
It's a great appeal!
Blackdome!
Tommy!
Tommy!
Tommy!
Sweet!
Mimi!
Tommy!
Look at me!
Mimi!
Sweet!
Mimi!
Tommy!
Tommy!
You're ferries!
It's a 10-01! When is the next day?
Maybe like four or five well how many more times do you think you'll get married 14 15 16 around there
Yeah
Hi, Jen is it true the post office assigned your ass its own zip code oh yeah
Congratulations to you hi Jennifer hi what profession other than yours would you like to attempt
I was doing it in a in a dive bar in Mexico
The small place doesn't matter. That's what I'd be doing. Well if you're serious. I'd love to come up on stage and be your first customer
Okay
Oh
Yeah
So what he do for $20 I go down. Oh, it's a deal. Yeah
You did you thought you wore couldn't have said a bit of myself one oh three at five sixty WQM our big one to two hour now if you go
I did you explain to these people if they go on our website and I'm sure you did just on the left hand side under where it says
Pictures yeah needed Berca right okay. Yeah, it's got a pretty close it in um huh that's a little Kim. Oh is that who that is
Like that wonderful like that sweet. It's your right Christian. I'm on poor. I know that anyway
Little Kim with a Berca on and uh just click on and it'll have you see where the law has changed and you can read all about it
Read it and weep okay
That'll explain to you why there ain't no more beaded curtain and you can't get your jolies by seeing they can chicks on our website
Sorry, but that's America for you. We can't say this you can't see that you can't do nothing
Is what it boils down to a third and more sophisticated test on the beef cow suspected of having mad cow disease
Would have helped resolve conflicting results from two initial screenings
But the US refused to perform it in November they just waited a few months like about the seven eight months
And they said oh guess what you're in a good part of it is that that particular cow did not get in the food supply so they tell us
That additional test ordered up by the agriculture departments internal watchdog ended up detecting mad cow a fighting that was
Curmed firm down Friday by the world's pre-eminent lab in England only 18 months ago
The department to use the Western blood test to help uncover the first American case of the brain-wasting illness in cows
And how many times did they do they show us the cow who's slipping and sliding in here and falling down
You've seen that 80 made in times right? Yeah, that's the one with mad cow to one can't stand up
The department is touching that from now on will conduct such testing on suspicious animals
US officials in November had declared the cow to be free of the disease
Even though one of two tests initial screening known as a rapid test indicated the presence of disease a more sophisticated
Follow-up immunochemistry or IHC came back negative they had two
diametrically opposed results which
Pag to be which begged rather to be resolved said tall w brown a former scientist at the NIH who spent his career working on mad cow related issues
If you had what they had you would immediately go to a western blood and get a third test method and see which one of the previous two was more accurate
But they couldn't be bothered with that because the government is out there to protect us
Okay, to save us to send us to a rat so they can kill us all of these things your government
And a public is like remember like that. How are you doing on channel 10 on that well thing? Let's all let you huh?
I said, let's go look. Well, you go look. We better be over 400 by now. We'll never make it to 500 in there
Both 40. Both really 138. Yes 277. No excellent 29
Whips come see come saw men's and men's you come see right no thanks
Let's put it in the old pipeline. What do you serve? Let's put the channel 10 pool in the pipeline get up right on the old cube
Okay, do the talk up on this
Let me get some to read the PR Ralph says I redeem myself. I took yes you have PR Ralph
You've been on the losing side for so long now. You've been really sticking the joint out
Oh, it would be nice if you got the name for right says stone cold creamery isn't it cold stone creamery? Yes
Yes, now, which is the one you go to is there one or all springs?
Um, I think there is the one I went to is actually in Holland Dale
Holland Dale yeah, oh
What are you doing in the Holland Dale? Yeah, the girlfriend was out there really have a girlfriend
What is she like 85 and you know you win old chicks? Yeah, that's good boy
But get her out of there before she starts aging real fans
Anyway, PR Ralph says I've redeemed myself. I told you stone cold cold stone creamery. I scream was out of it
I'm surprised we haven't had like a tremendous response on that what it's with you people anyway
When I come on the unit today, this is the greatest ice cream in the world
I'm not just talking out of my ass, okay?
I've heard that better than anything in this world one of the old air could place some things now. I can't plan no more
I can play as like
Ask music
No, I can play this and I can give you the dialogue from the movie too
They would that don't remember this no
Sprosh separates the arustic screw thus fake
Yeah, it's our adventure
It only takes forever. Yeah, go ahead do talk up. Oh, read a spot. Okay, it says you go there
They let you taste the flavor with those tiny spoons. Then they ask you what size
Uh, those are oh, I see like it love it or gotta have it those are the sizes is that real or is he just making it up?
No, that's real and they're ridiculous too because I ordered like the the medium
Whatever whatever that is and it was a joke. Yeah, it was on brought home these two containers
And there was enough ice cream in there to sink a battleship
Yeah, exactly. It's like kind of a
I
As I started like hyperventilating instead of rush to the sink and like running under the hot water
Both of the containers after we had like both indulged and then like got toss it out
Just too much it said so when you do the ice cream pull throw them all out the window
Let's just hope they're running October
But if you need I can send it to you FedEx pack no thanks to our route
No, thank you got my almost states coming and that's good enough for me no more ice cream until October got it
And especially now it's gonna make it easier you want to know why why because everything else pales into one significant so much
That it's not even even the hogging those banana nut and the messes turtle and the all of these other things
Kakka garbage
I just man
Those in the days baby when people didn't want to take their radio and throw it into bottom of the ocean
567 when there's that funky European ring on my fax machine again. Are you sending me something?
Lodately really five probably a wrong number. Let me answer it. Go ahead
Somebody's faxing something
It's either it's either a fax and it's a solicitation or it's coming from one of your
Idiots down there
Why they might
Okay, let's have a choice between that or
I'm not ready to hear the song every
Why is that you don't like 38 special I did for the first you know 500
Haven't heard that song in a loons age that long enough really really they destroyed it
Oh
Oh, I know what we got it here and let us do a little jingle
So that wasn't good you want to why cuz it's like a real low start
Oh
Well, that's not the right song though. What's the song he was dancing on the in fact that was the first time we some jump up
It down on the sofa old time rock the roll is what you're looking for oh, I see sorry, but it was close not a match
What's the name of that movie risky business risk risky business. That was a good movie. That's all right
He made two or three good movies he made like
Well before the July rainman for the July rainman and that one frisky business
Goodbye Tom by his account Tom Cruise always his cool head the feet of dyslexia and in a way his unstoppable start him too
Scientology says this article. I promise you after they know more Tom Cruise
He just I just makes me angry now, you know furious then he piss you off. Yeah, he does
He makes me ill but Scientology has much to thank Tom Cruise for as well
His glowing adherence to Scientology and the initiation of his bride to be actress Katie Holmes
Into the offbeat and off-meline system of police has stirred a surge of interest
Isn't that said isn't that pathetic the search engine company
Like host reported that Scientology had leaked into the top 50 search terms last week for the first time hitting number 37
Marking a 260 percent increase in interest a spectacomit attributed to the cruise homes effect in fact said
Like ocean of press release Scientology was now the most search for allergy even more than proctology
Acting out the likes of geology technology and astrology and like I said
Proctology which time ought to look that up. I'm sure he has it's a reflection of our hey Tom
You fairy it's a reflection of our Hollywood rich and famous generate positive buzz for Scientology
Recognized by the federal government as a religious organization
But be announced by critics as a cult that extracts tens of thousands of dollars from its followers
Thank God the non-cult
Religions like the Catholic Church aren't extracting millions of dollars and bills from their rent
Center for the West Ed hearings believes earthlings were invaded millions of years ago by alien souls sent here from outer space
Oh by alien. I know alien was out of this world
Scientology is always had a special place for artists. Oh, I got I got to read more of this
So okay when we come back after the break all right? I don't want to read too much
I got a great article by Doug Thompson your favorite the rant all right from Kevin and Hill blue good
Lies Dan lies in the fools who believe them pretty good Doug
That's some good stuff here if I would just get on with instead of taking a lot of these idiotic all
You know every now and then we get like the Neil Diamond one
It was a gem and then of course whatever cold stone creamery if you if you don't like that stuff you your taste buds are dead
Okay, I wouldn't mind spending like all summer long every time I'm on the year doing like one hour
Just telling you how fantastic that is and of course they're not even buying any spots yet. They should if I were in our sales department
I'd be out there right away
Here's this facts. Guess what it's a look at this advertised by facts start your campaign the next 24 hours
Canada facts service.com one that's something huh
It's a it's a solicitation facts are my facts machine somebody ought to be shot. I've been solicited by facts. Oh
God not by anybody. I want to do a respond to in any way shape or foam
113 at 560 WQ in the moment
The hour
Will be long at two o'clock he has fourthed July weekend
So you're ready for more phony sales ads from the mattress chains and department stores
I've said it before I'll say it again if you double the price then say we're giving you half off
What kind of a deal is that so pick up the phone right now and call our good friends at dial mattress 1 800 mattress
They offer you factory direct pricing every day even lower than the chain stores during these supposed huge big sales
You deserve a long weekend to relax to go to the beach barbecue just chill wouldn't it be great at the end of that day
That you're relaxing in a brand new bed from dial a mattress
Well, the answer is you can you pick today in time for delivery
They even deliver all day on the fourth of July
You'll choose from the complete line of celi
CERDA Simmons King Coral Sterns and Foster Hewitt and when you call 1 800 mattress
You'll speak with an expert bed and consultant who listens to your needs and will suggest a style and cover level
That is perfect for you these folks know their stuff because they only sell bedding no shoes no french fries no
Banana loops just beds almost everybody a QM sleeps like a baby on a dial a mattress you ought to be doing the same
So sleep great this weekend and for years to come by just making that one easy call sit there on your ass pick up the phone and call
1 800 mattress or check out mattress.com
dial a mattress 1 800 MATTR ES leave off the last S because it stands for saving
I
totally
There's one thing we all under
stays
We could change some round forever
with our tanks and all our troops
but special forces are too tired
of jumping through them who's...
Aaaaah!
You know we need another place
So let's cut out all the nonsense
Aaaaah!
and we'll blow up Pakistan
I Get a needs
And your
Ter Hole
Do We
Here's a bad news, man.
One of our regular good facts is sends that information.
Okay.
Well, it's not so bad because I'm not there at least.
Thank goodness for that.
That for you though, if you start checking these places out.
There are other places like Cold Stone, Creamery, and South Florida called Marble Slab.
Or that slab.
You ever see a marble slab?
I'll start.
There's one of each near our house and I found marble slab is superior in ice cream
quality and in service.
Also, they don't overload the fixings.
So the youngster there.
That's clear, did it.
The youngster there.
So, Josh won't get sick of a stomach.
The youngster, the whiffer snapper.
I did tell a sick.
I just, it was just too much.
Yeah, you did.
I said it was sick, huh?
You said you were, you can, you can, you can, you can, you said you were laying on the floor
and rolling around holding your side.
That's what that was before you went in, right?
J.
No.
No.
No.
No.
No.
No.
Yeah.
We're Josh Rose up to be young man.
We're here.
Our seat's here.
I never heard this before.
Two, what?
Huh?
Anyway.
No, you did not say you got sick.
And now is that the only time you've been there?
Yes.
Oh, well see that was not, that's not fair.
That's not fair.
Now there's one, there's one, well you probably aren't anywhere in your plantation, but there's
one out there in my neck of the woods in Nabhilan, Cleary.
I told you right by the windows he'd planted.
Okay.
And you were so clear.
I'm sure you were like, I think there is one in Crosi.
Well, I'm positive there must be marble slab and or effect.
That's what we're going to have to do.
Let's have a, a, a taste off.
Okay.
Let's see a assignment for the audience and for you guys is to check out marble slab and
cold stone creamery and see which one because it's got to be one of those two, man.
And that's got to be the greatest ice cream in history.
It would be a real shame if either or both of these just went down the old, you know, like
so many good places of gone, Larry's over there in plantation was great.
Poor guy.
Here's a guy came down from New York, put his entire life savings opening up an ice cream
store.
Larry's right by the public's right across the street from the Windexy Plaza.
There would not be like, Larry, right by public's lot of traffic, heavily trafficked area,
and went out of business.
The white mountain, whatever that place was called in the fountain shops.
How come it is that everybody in their brother that goes into that shopping center, that
little mall there, goes out of business?
It's got a tucked away back there.
Get out of here.
Maybe the way they have it set up there.
It's like, yeah, what the businesses are.
They're like a little city in there.
You know, the circus city got a real quick.
And the white mountain ice cream was on that side over by where a circus city used to
be.
And that was out.
Not as good as this stuff, mine, because nothing is as good as what we're talking
about.
But it was damn good.
They had some really unique flavors.
And they lasted about five minutes.
Maybe more like.
They thought third man.
They went bust.
I've said it at other places.
It's great.
And there's that two jays.
Man, is that a good, I told you about that.
Do you go there?
No.
Why not?
Because they didn't hear me.
Why did you go there?
It's the one near me.
Okay.
And it also Omaha Stakes is in there too and that little place.
But I could tell you something.
Remind me for the show on Thursday to tell you something about that.
Not on the year though.
All right.
Because I love Omaha Stakes.
Of course.
Anyway, the in founding Scientology in 1951, Elrond Hubbub, we've got 464 votes.
That channel 10, pull 36 to go or else before 2 o'clock.
Think we can do it?
Sure.
That's like falling off a log.
In founding Scientology in 1951, Elrond Hubbub carved out a special place for artists which
led to the creation of the lavish Scientology Celebrity Centers, which now make up 11 of
5100 churches.
A culture is only as great as its dreams and its dreams are dreamed by artists, Hubbub
said.
In other words, gay.
A website for the massive spiritual retreat in Hollywood explains by example and through
their art, they communicate to millions.
Thus by improving the lives of artists, great progress can be achieved in better
condition in society for any artist with an increase in building a communicate who
is drug-free and has high moral standards in parts of positive influence on many others.
Cruises that I guess I don't qualify there, especially in the high moral standards.
Cruises the Scientologist poster boy at the moment for several reasons.
He recently dismissed his long time publicist Pat Kingsley, turning to his Scientologist
sister, Lee-Ann DeVette instead.
I like DeVette.
In fact, I like both of my vets.
He famously brought Scientologist ministers onto the set of war of the world.
Oh, good.
Did you know that?
Yeah, I've talked about it.
Oh, and there's our parallel between the science fiction flicking some of his religions
teaching his sister, the celebrity press.
The cruises in good company in Hollywood where he taught Scientology and its related programs
Narcanon for treating drug dependency, criminon for indecrimal behavior and applied scholastics.
Others on the roster include John Travolta, musicians to Korea, Lisa Marie Pressley, and
Beck, who was reared as a Scientologist.
Beck, though, me like that.
I understand he's pretty sore about it still.
As well as that fat tub of crap, Kirsty Alley who credits Narcanon for ending her cocaine
addiction.
Yeah, it didn't cure her food today.
Well, I'm going to ask you, if she had a cocaine addiction, how did I know she'd
pick it out so bad?
Obviously, she beat the cocaine addiction with a food.
She just replaced it with food, exactly.
Narcanon is not related to narcotics anonymous, yet.
She sometimes called Narcanon.
This is like all in word.
And observers say the lesser known ranks of Hollywood producers, acting coaches, writers,
and many an aspiring actor are filled with Scientologists attracted both by the spiritual
prospects as well as the networking possibilities and, of course, the closet.
The church says the growth among Hollywood's luminauty is simply testimony to the spiritual
and personal growth to using the tools that Scientology gave them.
Oh my God.
So Tom is using the tools.
Yeah, I talked about it a while back how he pitched a Scientology tent there on the set
of War of the World.
He pitched a tent?
Sure did.
Scientology tent.
I'll be damned.
I made a deal for everyone to visit.
It was his gift to the staff, and the crew.
I'm sick.
I'm having a snack at that lucky witness believe.
Damned as Americans.
Now they have me hooked on their snack foods.
I hope this machine takes ten hours.
Let's see.
Let's see.
Fourteen.
All right.
Come on, Adagos.
I got my American snacks.
I'll take you like I took away.
I'll make me come in there.
Oh.
Oh, this is rest that we're in the spiral.
Oh, burritos.
Not so easy to say.
Not so easy to say that big Chris.
Nothing even shows close.
Hey, what are you talking about?
Gotta get the burritos.
Take the numbers.
Take the numbers.
Now bring it.
I must make me wonder what Sodom is having for dinner.
You know what?
But not quite.
What singer or group is the most overrated of all time our full question?
They didn't.
I thought we get like thousands of these names called in and thank God we didn't.
We would have wasted a lot of bad time.
Eight hundred sixteen votes though.
That's not bad.
You know, considering how many people are in town right now.
About thirty, man.
And what do we got so far?
I'm wasting my time because my mouse is like trapped.
Come on.
You can do it.
Why is that not working, man?
It's just fits with the ambiance of the whole thing.
But let's share it for us.
Who was it that came in there and got our phone?
I'll give you the instructions on it.
George Corso.
George Corso.
Holy moly.
See, he's the only one that knows anything about this whole setup.
So he won't let him go on vacation ever again.
What singer or group is the most overrated of all time?
Eminem 146 Madonna 113, 111.
Barbara Streisand 92, Frank Sinatra 73, Bob Dylan 59, Rolling Stones 59 or 4038.
What I just say, Beatles 35, Wayne Newton 27, The Humber Loved Him in Vegas, Phil Collins 26,
Michael Bolton 23, nauseous.
We didn't ever put Gloria Stefan down here.
Did we?
Did we?
Why not?
I don't know.
Why not, Josh?
Well, she's going on now.
Gloria Stefan put her on here.
Everybody else ahead.
Let's get started.
Steely Dan 21, Bond Jobin 19, Saline Dion 13, Olu.
Rod Stewart 8 Neil Diamond 7, Shera 6 Whitney Houston 4, Barry Manolo 3, Hey Barry.
You're fair.
Paul I could too, and Tom Petty's got a pair, 818 votes.
You know, if we don't really push world, we could have got 1000 votes today, you know what?
We really pushed it and shoved it, but we had bigger fish to fry.
I think we already got our 500 on the channel 10 poll.
I haven't taken a peek, but it was 477 last time I looked.
I took a gander.
I'm looking.
And don't feel just when we get to the 500 like, you know, courts, monumental decision sends
mixed message.
Click on that.
It'll take the story about courts about the four-letter deal thing.
It's got a picture that's slab, a Marvel slab.
But it got ice cream there.
And then click on no.
I mean, click on whatever your answer is about the 10 commandments, all this other religious
crap and the click on whatever you want.
And it's coming up.
It's coming up.
491.
Like I said, we still got a tiny bit of work to do.
Okay.
491 vote.
No 318.
Oh, yes, 143.
And each case should be decided individually.
Look what that's got.
530, man.
And like that.
So we'll get it like phone off a ride.
It took a lot of work, man.
It took a lot of perspicacious perseverance on my part, didn't it?
Yes, it did.
He banged it, banged it, banged it.
Anyway, Dr. Thompson and the rant from the Capitol Hill blew a great website that George
still holds a grudge against.
You know, you know, do you only bad think about that website?
What's that?
It's like a Fudge report.
If you're like doing an Internet Explorer, which of course you shouldn't be doing.
But if you are, more pop-up ads will come up on those websites and the whole rest of
your life put together.
The Fudge report and Capitol Hill.
I don't know why that is.
I wouldn't even if you're using Firefox, you'll see it like, you know, fending off all
the would be crap.
I usually get one pop-up when I do the Capitol Hill blue.
Only one.
Solomente Uno.
Uno Espina.
See.
From the stories you sent me.
Yeah, you always get a pop-up.
Yeah, it's annoying.
Anyway, lies, dam lies, and the fools don't believe them right, Stug Thompson.
A bumper sticker on a car outside of coffee shop in the tiny southwestern Virginia Mountain
town of Floyd, Virginia says it all.
We're making enemies faster than we can kill them.
You didn't use to see such bumper stickers in a conservative town like Floyd where American
flags fly from every light pole on holidays and adorn most pickup trucks on the road.
Now they seem to pop up everywhere.
These colors don't run.
The rest of the world proclaims an other sticker.
My wife is fond of the one that says, born just fine the first time.
That's great.
Yeah, we got that in the studio here.
At the town's Friday night, jamboree, a weekly gathering of bluegrass fans from all over
the world, a 70-ish fiddle player opened his set with, let's have a moment of silence
for all the Americans who have died in George W. Bush's illegal war.
Nobody butter got upset.
They stood silent for 60 seconds, then cheered and clapped wildly when the music started.
If I'm positioned to Bush's lies back to invasion of Iraq and appear openly in a traditional,
flag-waving, blueridge mountain community like Floyd, you can be sure it runs rampant
in other larger places in America.
Pole show Bush's job of pruring, dropping fashion than General Motors stuck, while
American opposition to his war climbs.
Most Americans now oppose the war in Iraq and question both Bush's honesty and his
reasons for invading another country.
And the numbers of brain dead partisan lemmings who continue to support W's madness decline
daily.
Only those who continue to think in some barbaric way that wore styles problems back in
this mad mad's actions.
They're mostly partisan political hacks, who claim to the outdated notion that America should
impose its will throughout a world that either embraces nor needs our way of life.
Sadly, the idiots who continue to embrace Bush's armageddon-driven policies are an
aim political polemics who find political lies justified, torture suspects is acceptable,
and the rights of the Constitution expendable and overhiked war against terrorism.
One of those non-nuts tried to convince me that Bush's illegal war is part of that war
against terrorism, but all he succeeded in doing was showcasing his ignorance of both facts
and politics.
Like too many of the more mongering partisans who backbushed his dirty little war, he
driven by the insane notion that American imperialism has answered the world's woes.
It is not.
Bush lied to the American people to Congress and the world to justify his war, and now
his lies have come back to haunt him.
He has the blood of 1700 plus Americans on his hands, and at the rate he's going, his
war will too soon have killed more Americans than the terrorist attacks of September 11th.
If those Americans in Iraq died for nothing and a war that had nothing to do with payback
for 9-11.
As the proof increases that Bush planned this war before the first plane signed in the
first hour of the World Trade Center, only those who checked their brains at the door
continue to support his lies.
Osama Yamama remains at large because American troops are too busy with the war in Iraq that
has nothing to do with tracking down the mastermind of 9-11.
He and his henchmen are free to plan more attacks because while Bush continues to lie,
Americans continue to die, and the President's reckless actions continue to create more enemies
of and hatred for America.
As the bumper sticker says, we're creating enemies faster than we can kill them, and those
we haven't killed are killing us, more than 1700 in Iraq and a war based on lies and
driven by deceit.
And the blood of every single one of those American states, not only the hands of George
W. Bush, but the hands of any fool who supports him and his insane war.
For the disguised good man, he writes it even better than I can read it.
Which isn't saying much.
Let's see.
Oh, here's an excellent fast.
Thank you so much.
Yeah, oh man.
See, we were talking about sunny bono.
We're proud about mono.
But what do we know?
You too.
All the way to the state of West, you too.
Wow.
Yeah.
21-2 at QAM.
Now it seems to me, they'll be going their separate ways.
K, homes and Tom Cruise, trying to promote them safe things.
She publicity.
There were rumors Tom was gay.
Relationships not real.
Tom Spenakton Clinton.
She and Tom will be lonely no more.
And they'll have a three week marriage.
Oh, then they'll have a select right dea for a special.
Become a silent Tom Vajay.
I don't wanna hear about some no more.
You've heard about the same thing.
You've heard about the same thing.
You've heard about the same thing.
You've heard about the same thing.
You've heard about the same thing.
You've heard about the same thing.
You've heard about the same thing.
You've heard about the same thing.
You've heard about the same thing.
You've heard about the same thing.
You've heard about the same thing.
You've heard about the same thing.
You've heard about the same thing.
You've heard about the same thing.
You've heard about the same thing.
You've heard about the same thing.
You've heard about the same thing.
You've heard about the same thing.
You've heard about the same thing.
You've heard about the same thing.
You've heard about the same thing.
You've heard about the same thing.
You've heard about the same thing.
You've heard about the same thing.
You've heard about the same thing.
You've heard about the same thing.
You've heard about the same thing.
You've heard about the same thing.
You've heard about the same thing.
You've heard about the same thing.
You've heard about the same thing.
You've heard about the same thing.
You've heard about the same thing.
You've heard about the same thing.
You've heard about the same thing.
You've heard about the same thing.
You've heard about the same thing.
You've heard about the same thing.
You've heard about the same thing.
You've heard about the same thing.
You've heard about the same thing.
You've heard about the same thing.
You've heard about the same thing.
You've heard about the same thing.
You've heard about the same thing.
You've heard about the same thing.
You've heard about the same thing.
You've heard about the same thing.
You've heard about the same thing.
You've heard about the same thing.
You've heard about the same thing.
You've heard about the same thing.
You've heard about the same thing.
You've heard about the same thing.
You've heard about the same thing.
You've heard about the same thing.
You've heard about the same thing.
You've heard about the same thing.
You've heard about the same thing.
What's his name?
What's his name?
What's his name?
What's his name?
What's his name?
What's his name?
What's his name?
What's his name?
What's his name?
What's his name?
What's his name?
What's his name?
What's his name?
What's his name?
What's his name?
What's his name?
What's his name?
What's his name?
What's his name?
What's his name?
What's his name?
What's his name?
What's his name?
What's his name?
The memory is fresh and Reagan's son, Ron Jr.,
People remember the funeral.
I'm sure he'd be very honored to be in the company of all these great gentlemen.
The rest of the top five, again, the greatest American of all time.
And they pick Ronald Reagan?
I mean, how about the slickest terror?
I would certainly vote for that.
Dipity do done.
The rest of the top five were civil rights leader Martin Luther King Jr., George Washington, and Ben Franklin.
Ronald Reagan was a man of courage said, John Washington, and Cestral nephew of George Washington.
These are all distinguished men, but Ronald Reagan, I think, he deserves his place here at the top of the list.
Oh, God.
The second half of the top 10 already, oh, oh, no, I am going to vomit right here.
It's the first I've never actually, oh, no.
Well, they said it was an AOL poll.
The second half of the top 10 already established from voting in previous weeks had guess it was number six.
Let me give you a clue.
Abu Gharrab.
Al-Presidente Maximov.
Followed by Bill Clinton, Elvis Presley, Oprah Winfrey, and Franklin Roosevelt.
Oprah just edging out FDR.
Look, it was an AOL poll.
Oh, my God.
Oprah Winfrey, my ass.
Holy moly, in fact, she's even bigger than my ass.
That is just, anyway.
The public defender's office on Monday in Caldwell, I like it.
Called for a state investigation into a Brown County judges courtroom comments.
They say, demean minorities and poor people.
But County judge Leonard Feiner said his statements are being blown out of her portion.
And there's nothing racist or a leetist about what he said.
Thursday morning to a courthouse cleaning supervisor.
Feiner demanded that custodial supervisor Nadine Koch appear in his courtroom after discovering someone had left his bench in disarray, pushing aside desk supplies, his phone and coffee mugs.
When Feiner began questioning Koch whether the custodial staff was responsible for the mess, the courtroom recording system was turned off.
But midway through the conversation, the recording system came back on a court transcript shows.
They may live in huffles where they live, but they don't leave places.
They work looking like a dump finder said.
Koch asked they live where?
Finer answered I said people that that they hire me live in huffles, but they don't have to leave courtrooms in the places they work looking like a slum.
Koch said huffles and slums.
Okay.
Chief assistant public defender Catherine Coothin said it's common knowledge that the courthouses custodial staff at night is primarily Haitian Americans.
The public defender's office male to complete yesterday, the judicial qualifications commission.
The state agency that oversees judges because finders comments were not only racially insensitive, but showed content for the poor Coothin said.
She said the leader was signed by public defender Howard Finkelstein and all 10 of his chief assistant public defenders.
Ask Howard Howard the.
Thore dole dole dole.
Finkelstein.
We found these comments to be outrageous and discriminatory, and they should be the subject of discipline.
Coothin said finders said yesterday that no idea what the racial makeup is of the courthouses nighttime custodial staff.
There are nothing racist ability said anyone can construe anything they want to say of a motiver agenda.
It wasn't racist because as far as I know, I don't know who these people are.
The comment also had nothing to do with class. He said it has to do with the fact that this is how they left the courtroom.
Change, you can't say anything anymore.
You know, can't say nothing no more.
What about them?
Who?
Fakes.
Oh them, then people.
The poor people and the Haitian people, the dark people and the white people and the yellow people and the brown people.
You can still rip Arabs and fags though.
I see.
Hey Tom.
You're fair.
Okay.
Let's see.
Military helicopter crash in Afghanistan and there was another terrorist, a suicide bomb in a hospital in a bagged ass.
You can't even keep up with it no more.
But I'll present.
He's going to come on there tonight, which I'll miss.
Acciduously.
I'll make a damn great effort to miss it.
And I will.
And he's going to give you a solid answer.
But I mean, but I'm out the old show.
We were talking about the bag of the podium.
And he's going to move his hand.
We were attacked.
I'll let it lay.
You know something.
You just look at him.
Not.
I mean, this has been for a long time now.
But but now more than ever.
You just look at him.
And you see the stupidity dripping from that face of his.
The.
The.
The deer in the headlights, whimsical, quizzical look.
And then of course, when he starts speaking and says it in a very pedantic way, like you.
I told you.
Aren't you proud of me that I can make these words with more than three words.
No.
I don't really believe me.
Oh, brother.
Like the art.
That art.
By Doug Thompson, man, that should be brand on everybody's head and their ass too.
You know, that was good.
I like your guy that didn't put on the punches, you know, which is why we need some serious.
We need to get the shrink.
We need to get group shrink in there and teach these people to butcher up a little bit.
I may actually I don't think I'll be listening.
I'll be a plunger my guts out tomorrow morning.
But be sure and facts me the important stuff from the trends tomorrow.
Because this is two thirds of the spring book.
This is heavy duty, baby.
And I just want to see.
I mean, if these people think that winning the contest is rolling over and playing, then just.
Just being oblivious to what's going on around us.
They got a real surprise coming, you know what?
They got a big, fat surprise.
I'll play that too by Chicago.
Maybe you want a big surprise.
Okay.
Okay.
Okay.
The push.
Press the mouth.
Go back.
Go back.
Go back.
Go back.
Go back.
Oh, the hard burn.
No.
Go back.
Every time I see.
I'm so full of love.
That's pretty hard.
It can't win.
Go back.
Go back.
Go back.
Oh, TV.
And he's president of the ****.
Republican muscle.
And in our ticket and idiot.
I don't know why.
They were one just young.
But now he's the third person in the next four years.
Absolutely.
President of the ****.
Republican ****.
Oh, what I get to.
Now vote for small.
And get to win your vote at home.
If you want this.
If you want this.
If you want this.
Find this wrong.
Get rich.
Get.
Don't vote for gold.
He's even.
Number than me.
Peace.
President of the ****.
Yeah, gold care wanted to.
You got him in my hooker and throw.
With Christmas.
Oh, it knows what's best.
You and I, but you're not here.
We've got it right later.
With President of the ****.
Oh, my God.
Oh,
Oh,
Okay, one fifty nine.
This was like falling off the log today.
You know, this was real.
And of course, that first hour, our technical problems helped us out.
You know, so easy.
You could do it again tomorrow, right?
So easy that you'll have a great time tomorrow and good luck on the trends.
What singer or group is the most overrated of all time?
875 votes.
That's not too shabby.
You know, I'm feeling a little flabby, but that ain't too shabby.
I'm going to say, MNM 155.
Excellent point.
Madonna, 118.
The immaterial girl.
Elvis 105.
Barbara Streisand 94.
Frank Sinatra 77.
Bob Dylan 60.
I'm winding over here.
Rolling stone 38.
Beatles 37.
Michael Bolton 29.
Wayne Newton 29.
Phil Collins 26.
Five.
Jovi 21.
Steely Dan 21.
Celine Dion 18.
Shared 10.
Rod Stewart 9.
Gore S. Steph on a Neil Diamond 7.
A piece.
Five for Whitney Houston.
Four for Barry Manolo.
Paul Ica II.
Tom Petty's got a small pair.
And you to be having one.
Bye, bye, bye.
