Who says Madonna thinks she is anyway?
Now news about CBS News.
The first shuttle.
The first shuttle.
The first shuttle.
The first shuttle.
The first shuttle.
The first shuttle.
The first shuttle.
The first shuttle.
The first shuttle.
The first shuttle.
The first shuttle.
The first shuttle.
The first shuttle.
The first shuttle.
The first shuttle.
The first shuttle.
The first shuttle.
The first shuttle.
The first shuttle.
The first shuttle.
The first shuttle.
The first shuttle.
The first shuttle.
The first shuttle.
The first shuttle.
The first shuttle.
The first shuttle.
The first shuttle.
The first shuttle.
The first shuttle.
The first shuttle.
The first shuttle.
The first shuttle.
The first shuttle.
The first shuttle.
The first shuttle.
The first shuttle.
The first shuttle.
The first shuttle.
The first shuttle.
The first shuttle.
The first shuttle.
The first shuttle.
The first shuttle.
The first shuttle.
The first shuttle.
The first shuttle.
The first shuttle.
The first shuttle.
The first shuttle.
We have the Harry Vandell Star No.
I think he's even remotely amusing.
I think he's even remotely amusing.
I know how I am wondering whether Jorgio Clark came in.
George Dipper Nieve didn't.
Tom Green, Rich Little, Wayne Gretzky, Alanis Morsex,
is one on Aero 563.
You know what we forgot about Rich Little?
But book about this.
A lot of these people are watching
the old original Hollywood Squares'es.
That's a good poll one day for you.
Who's your favorite Hollywood Squares, huh?
Well, our favorite game is show.
So, people who've ever watched that show
would have to do the poll about the Hollywood Squares.
The original one?
Would Peter Martin?
Any version.
Injured, I'd go with...
Entrali Weaver and Paul Lin.
Never got through the interview.
And Marty Allen and the later one?
Yeah, I'd hear you never watch Hollywood Squares' My Ass.
Not either.
Oh.
Love it after one at five, 60 WQM.
We got the Mad Dog or two, who's probably...
Now, what's that clip that you got that
in the DCS down here or what?
Yes, we do.
We also have the full version.
We have all kinds of versions.
What do you mean the full version?
Lugging the whole plate, but then we have this.
Weaver is Tom and Dave Wantseth is Tom.
Tom.
Absolutely correct.
All right.
That's the beauty.
That is sensational.
Look, we're getting tomorrow morning before the show.
I'll...
Enter...
I'll lock it or that.
I'll lock it in.
Hey, it's that time of the year again when
MacRis Chains, doors and sorrows run their
phony sales events, Columbus Day sales.
You know what a deal sounds too good to be
true, it usually is.
It's the classic Baton Swish technique,
make attempting offer to get people in,
and then aggressively upsell them.
Well, if you need to pick up the phone right now
and get yourself the real honest good deal,
call 1-800-MACRIS.
That's the number for our friends at Dala MacRis.
I've been using these folks for a long time for a
Cooons age.
Dala MacRis is proud to carry C. Lee Posterpedic,
the number one brand in MacRis's,
call 1-800-MACRIS today.
You'll get factory direct pricing on all
C. Lee Posterpedics.
When you call 1-800-MACRIS, you get
same data delivery all across off Florida,
and by calling 1-800-MACRIS, you'll
choose from the deepest and wider selection
of C. Lee betting all available for
same data delivery like they've been
known forever now.
You still can pick the date and tomorrow window
for Louis DeFitt your schedule.
All the smart people are doing it more and more
people all the time realize this is the only
way to shop for betting.
I just pick it up the phone right there where
you are and making that one easy call.
And don't forget, if you need a great C. Lee Posterpedic,
this is the best deal all the way around on
price selection and of course certainly on
delivery.
Call them on 1-800-MACRIS or check them
on to web at mattress.com 1-800-MAT-T-R-E-S.
We have found the St. John.
We are Rogers, mornings and we dig in.
Cooons are well in the clock,
they're finally super easy to get.
Stop that, Max!
No single artist who bodies the spirit of summer
like Gordon Lightfoot.
Are you serious?
Absolutely.
And now Gordon Lightfoot takes the melody
from the wreck of the Edmund Fitzgerald and turns
up the heat on your favorite summer songs on his new
album, Gordon Lightfoot Sweats Out Summer.
Yes, Canada's own Gordon Lightfoot is heating up the Great
White North with a red hot version of this
Lubbins-Foonful Clashing.
Oh, town, southern city,
but the mind is getting dirty.
Just wait until you hear Gordon Lightfoot's novel approach
to summer's most famous novel, he saw.
Hello, hello, hello,
but a little bit more.
Put your toes in the sand and your fingers in your ears
and get ready for Gordon Lightfoot's rendition of this hit
from the Genie.
Sit summertime, summertime, summertime,
summertime, summertime, summertime, summertime,
You'll want to stick this collection
where the sun don't shine.
Back to the Inherit City player.
It's Gordon Lightfoot Sweats Out Summer.
Oh!
I'm dying over here!
Yeah!
Yeah, cool that fun.
Anyway, full faxes and says if we're going to do a hockey-related
people then we have to include Don Cherry.
Okay, put them on there.
By the way, how can we get Canadian TV down here with a big satellite there
without one?
Whether you can't get it on it or without it?
So, some really Jones and put it in your
channel.
Well, I can't give it in your channel, but I can give you a
I will celebrate our 21st vetting anniversary.
See, that was the show I'm trying to play
Frag.
The love for children is real.
Yeah, I'm trying to play Frag.
You have to get the consequence of that there.
Yeah, there was a lot of the firsts I've done.
There was a lot of things.
The firsts I've done.
Man, are they pigs?
You know what?
But anyway, that's another story.
And of course I'm sure you got a few of them still down there.
In fact, they're going to be coming very soon.
I hate to break news because the low-last night,
the low temperature here in the Montpier-Alts-A-Lot-Coder
Low is about 3 degrees, 38.
Hey?
That's who toasty.
This is a horrendous story.
Mother of soldier killed in a rack collapses and dies.
Her grief was so intense hospital worker says,
Tucson, Arizona.
A 45-year-old woman collapsed and died days after learning her
son had been killed in a rack and just hours after seeing his body.
Results of an autopsy were not immediately released, but
friends of Karen Unrawarra says she couldn't stop crying over
losing her 25-year-old son.
Army specialist Robert Oliver Unra was killed by enemy fire
near Baghdad on September 25.
Her grief was so intense, it seemed they could have harmed her,
could cause heart attack.
Her husband described it as a broken heart.
She had sheeral Hamilton manager, the respiratory care services,
and University Medical Center.
Unrawar combat engineer had been in the rack list in a month
when he was shocked when we were going to attack on his unit.
This is the kind of carnage that's going on for your sons and brothers
and daughters and their cousins and whoever else have been used
as a human sacrifice.
And the one thing that really was unfortunate during the debate last
Thursday was that John Kerry don't have the caulons or whatever day it was.
I don't have the caulons because it's not politically correct when they
asked him about, well, are you saying that this is a,
that these soldiers are dying for nothing?
And he said, oh, no, of course they are.
If it's an unjust war, it was based on a pack of lies, which it was.
How can it be dying for legitimate cause?
It's got absolutely nothing to do with fighting the war on terrorism.
It's got nothing to do with protecting America.
They're being used as a human sacrifice as pawns in his game
that the neo-cons are using.
To launch their peanut crap on the world.
And of course the public goes, I'm a little, well,
bush looks like this and Kenny looks like that and Kerry looks,
and Jonathan words got that big thing on his lip.
That's about the extent of which I would say about 70% of American public
can function and think is what they look like.
And that's why bush loss to the debates so bad because you look like Lunatic.
He looks like a bullfrog and a heap.
Like Rumble still skinned on a bad day, hunched over that podium.
They should change his meds.
Winsing and nodding and well, they should maybe let him have a little bit.
In fact, the one guy wrote that instead of that water in the glass,
he was reprimanded and was like Jack Daniels.
That might have come to none a little bit, but that's what he needed.
It wasn't that color.
Maybe he should have taken a flash out of his jacket pocket
and taken a little swig here we know.
And I guarantee you, man, gun-totin, pickup-druck-driving Americans,
they love that.
That's our president.
All right, you go, George.
Have one for me.
Oh, I don't want to get anybody scared.
We don't like people getting nervous over reaction.
Because that would be irresponsible and bad.
But patients in the US face disordered their flu vaccines
in the upcoming season after Shuron Corp announced today.
It won't be able to make any of the product due to regular-sword problems
with its British plan.
Oh, my God.
Shuron statement said a previously expected to provide an early half-US supply
of the flu shots for the next flu season 2004 and 2005.
It said it's discussing potential impact
with the US Food and Regum administration, those grave robbers.
And the Centers for Disease Control and Prevention.
US public health officials said vaccine plans will be a hard hit
by the announcement if what I understand is correct
that that would be a significant disruption in supply
to Dr. Walter Orinstein, assistant director of the vaccine
Senator Emory University School of Medicine in Atlanta
and former director of the National Immunization Program
at the CDC.
How do you like that?
A shortage of flu shots and hate traveling fewer people
are going to die from getting them.
Sounds good to me.
Speaking of people dying, am I...
I'm reading a whole lot of stuff here, but you know what?
That's okay.
I want to try to get this all in.
Don't have that many more.
Thank you.
Three, four, five, six, eight.
Who do we appreciate?
I've got a few.
Don't forget to go out there today here,
nearby a video store.
Don't waste any time.
No excuses.
You have to steal the money to buy that's okay, too.
Get the Furnite 9-11, the DVD.
Michael Moore's amazing documentary, which grossed over $80,000,000.
Roku all records for documentaries.
And it's got all kinds of extra footage in there, too.
Four U.S. soldiers charged with murder.
More of the collateral damage of this insanity,
this madness that your neocons have launched.
Having absolutely, positively, nothing to do with 9-11,
with protecting your ass or anything else.
Fort Carson, Colorado.
Four soldiers accused of smothering an Iraqi generator
and interrogation-less fall of in charge with murder,
bringing the total number of U.S. troops charged with murder
and a rack to release 10.
The soldiers could get life in prison without parole
if convicted in the November 26th death of major general
Abed Hamed, Mao Haush, 57, a time Iraq.
The army said Mao Haush died of a suciation
from chest compression from being smothered.
Kind of reminds me of that,
which one was it, Lionel Tate?
It was Lionel Tate.
I get confused with the thing of Brazil, I understand.
But well, the time was very similar, yeah.
The handling of Iraqi prisoners by U.S. troops
has become a worldwide scandal,
fed by images from the Abu Gharrad prison.
But Mao Haush's case is rare,
said Christopher Wilson from a military prosecutor
who died on private practice in California.
I don't know of any other case where a major general
got a suciation during its irrigation.
I doubt that's ever happened in the past 50 years he said.
The army gave no details of what the soldiers are alleged to have done,
but the Denver Post, studying unidentified military documents
reported earlier this year that chief warrant officers
Louis E. Wellshoff, or Jr., and Jefferson L. Williams,
stood a sleeping bag over Mao Haush's head
and rolled him from his back to his stomach-wise in questions.
Well, that sounds to me like a standard operating procedure.
Of course it is.
Also charged in the death were Sergeant First Class William Summer
and Specialist Jerry L. Loper.
He was just kind of loping along.
Sixth.
Speaking of criminals, by the way, well, the dolphins,
so do you think they got enough bad press already?
Nope.
Good.
Then I'll just hand it.
Well, this is the next dolphin anyway.
Not to be confused with Mercury and Morris.
Or, um, not easy, which, huh?
About easy?
No, no.
About Reese, he would know criminal.
He's just a boring guy.
Bobby Humphrey, Sammy Smith.
And the guy from Michigan State, which I can never think of what his name was,
was it Demetrius Underwood?
Was that his name?
Yes.
What about Cecil?
And Cecil Conn.
He was just trying to get a peek.
He was just trying to get a look.
However, somebody I know, unlike a lot, came on the air.
He was talking about defending the defenseless Humper.
Oh, he was just trying to get a look.
Yeah, right.
Yeah, if you see somebody interesting or you meet somebody on the street and you want to,
just kind of take a look and see what's going on there.
Maybe we just kind of crawl in through the window.
Anyway.
Well, in fact, isn't there something there I have to dump you?
I write the end very end.
What does he say?
Oh, yeah, about the PI word.
Because I do want to play that.
I'll gather it.
I'll take care of it.
Federal authorities in New York and Florida have accused former dolphin might receive a mark
in the name of the country.
In the name of the country, the country is the most important country in New York.
In the name of the country, the country is the most important country in New York.
In the name of the country, the country is the most important country in New York.
In the name of the country, the country is the most important country in New York.
In the name of the country, the country is the most important country in New York.
In the name of the country, the country is the most important country in New York.
In the name of the country, the country is the most important country in New York.
In the name of the country, the country is the most important country in New York.
In the name of the country, the country is the most important country in New York.
In the name of the country, the country is the most important country in New York.
In the name of the country, the country is the most important country in New York.
In the name of the country, the country is the most important country in New York.
In the name of the country, the country is the most important country in New York.
In the name of the country, the country is the most important country in New York.
In the name of the country, the country is the most important country in New York.
In the name of the country, the country is the most important country in New York.
In the name of the country, the country is the most important country in New York.
They probably could use them right now.
They probably could use them right now.
They could use them right now.
They could use them right now.
They could use them right now.
They could use them right now.
They could use them right now.
They could use them right now.
They could use them right now.
They could use them right now.
They could use them right now.
They could use them right now.
They could use them right now.
They could use them right now.
They could use them right now.
They could use them right now.
They could use them right now.
They could use them right now.
They could use them right now.
They could use them right now.
They could use them right now.
They could use them right now.
They could use them right now.
They could use them right now.
They could use them right now.
They could use them right now.
They could use them right now.
They could use them right now.
They could use them right now.
They could use them right now.
They could use them right now.
They could use them right now.
They could use them right now.
They could use them right now.
They could use them right now.
They could use them right now.
They could use them right now.
They could use them right now.
They could use them right now.
They could use them right now.
But if you want some items that really are...
You're giving you a variety of things with some taste.
The things you're Jonesing for.
If you want a better selection, you might be able to try before you buy it.
And all your questions on low carb dieting answered too.
This is the place.
This is the place.
Your low carb headquarters.
Your likes of Westbokas.
Your likes of Westbokas.
Your likes of Westbokas.
Your likes of Westbokas.
Your likes of Westbokas.
Your likes of Westbokas.
Your likes of Westbokas.
Your likes of Westbokas.
Your likes of Westbokas.
Your likes of Westbokas.
And on the northeast corner of Glades Road in 441 right next to Boston Market.
Or column toll free at 1-877 Low Carb.
That's where they W.
L-O-W-C-A-R-B.
You're on www.weblocard.com.
There's only one.
You like to Westbokas.
Your official Atkins retail center.
Don't forget me, Roger.
It's a great job.
It's a great job.
It's a great job.
It's a great job.
It's a great job.
I don't hear you, damn cracky.
Don't look cracky.
Don't look cracky.
This is Rush Wimbaw.
Silver humanity.
Talk show.
The most hemorrhoid sufferer.
Folks, over 300 pounds, I know the agony of this kind of dilemma.
Ladies and gentlemen, I'm here to tell you there's help.
With new Preparation Rush and my Rush to Excellence Suppositories.
Now you can end the pain and ishring of hemorrhoidal tissue.
Just for my picture on the box of Suppositories and the applicator tube.
Another fine product from OIV.
The obesity and broadcasting network.
Top another one, please.
Thank you.
132.5.
60.2.
End of the pool of guinea-lea of Rush somebody says.
Okay.
Nobody don't like Rush.
Right.
Well, depending on what you're talking about.
And Jennifer Tilly, that's kind of silly.
My favorite Canadian celebrity somebody says.
I just used the gradient.
I had no idea.
Well, there we go.
Look it up.
Make sure you know what about Neil Bennett and Neil Sedac?
Have we ever got the load on on that?
Yeah, they both are not.
Didn't think so.
Find it one.
Now Gene Rogers of all people is a regular fact.
He's generally a good guy.
He must have gotten the supply in early before the weekend.
I don't get it.
Who's your all-time favorite Canadian celebrity?
We're asking today.
John Candy, 125.
Mike Meyer, 77.
Jim Carrey, 67.
Neil Young, 59.
Leslie Neilsen, 45.
Bill Shander's got 37.
Phil Hartman, 36.
Michael J. Fox, 26.
Daniquad, 15.
Elziz, you double digit.
A Chennai, a 2014.
Avril Lavigne, 14.
And Burton Cullings and the Celine Dion at Prova Piece.
Oh, yeah, when I think of Burton Cummings, I always think of Celine Dion.
I said this thing.
Oh, yeah.
Don't you?
All the time.
Oh, my God.
WDQAM, hello.
Hello.
Yes, sir.
I just wanted to say that Victoria Gotti is a hottie.
Yeah.
And the show still sucks.
Yeah, but she's still hot and her boyfriend is by two.
Oh, okay.
Well, we'll arrange it for you.
Yeah, that's what the Ann and Scalia,
oh, Ann and he says,
we should bring court orgies, although it's time you've done.
Very sad.
The God, he showed blows.
567.0560, £560, and the Verizon singular wireless line.
I'm not even sure.
I've never seen one.
So I did see the apprentice one time, about five minutes ago,
with the Donald, I would have done.
You talk about being able to pedal to public any kind of crap that you can imagine.
He's got a bad, bad, do.
He's boring.
He's a vanilla pudding.
And he's got a lot of money.
Big deal.
And by a lot of his business deals have gone south lately anyway.
But he's on television, dummy.
WQA, and hello.
Good morning.
Neil, how you doing?
Good afternoon.
Hey, that's right, afternoon, I'm sorry.
How you talking about seeing your website?
Most of the town here have a dopey of cable modems.
We can't get our computers up.
The modems are all still down.
Really?
Yeah.
I've been trying for three weeks to get my modem back up,
and they keep selling me the server sound.
I'll be done.
Well, that's a sound thought of for a man.
There you go.
You have to go on an internet cafe, is where you can get real computer.
Go to the phone line, sounds like.
Go to the phone line.
Go to the phone line.
Let me go, take care.
Bye bye.
How do you like that?
I didn't know that.
Starting to take it personal, weren't you?
Yeah.
Not that we're not getting good results.
We're spots on here, but not that way it should be like today, for example.
I mean, anybody that doesn't take a puke at the beaded curtain today,
not only for the fine picture of Charlotte Lewis, even if they have no idea who she is,
I like the picture, but the Requiem for an offensive line.
Man, the golfants may be offensive, but that picture is sure for a lot of folks out there.
Let me ask you right now what's not to like.
And then, of course, the leader of the free world with boy.
You can just sit there and play with that all day, and the picture too.
It's just going to drive you wild.
The nose nose, and the nose gross.
Isn't that that song?
By Edison Lighthouse, nobody knows where my rosemary is, nose gross?
Something like that.
I like that working.
I wish I could play it, but it's got that CD's all chopped up.
Remember I tried to play that?
Yes, and did.
And it's got a little bit of blood like that.
I did fix that thing real nice though.
You know how the lip is there on the tray?
The lip on the tray.
Yes.
I've figured it out real nice.
Nice going, Neil.
Thank you.
W.A.M. Hello.
I'm Neil Selph radio.
Q.A.M. Hello.
Hello.
We're together, right?
I think I have the answer.
I think we can at least respond until two.
W.A.M. Hello.
Neil.
Yes sir.
Oh, I just wanted to report that I picked up my copy of, sorry, 9-11, at Costco.
They have lots of copies, $18.19.
So I actually got two copies because once for me and once to lend out to people at work,
I think that it will all of us make sure to lend out our copies to undisturbed as voters.
I think we can have a real impact.
I hope.
Hey, and something else for George, please check your email.
I just sent you a photo.
I think that you will want to see, think Tom Brady.
All right.
Thanks a lot, Pally.
All right.
Tom Brady's stark naked.
By the way, thanks to Albert who provided us with the leader of the free world picture,
it was Albert the one with the record room for which one?
Albert.
Yeah, the record room for the dolphins.
A record room for the dolphin thing, yeah.
Thanks Albert.
Whoever you are, you're great.
What else did he give us once upon a time?
Oh, the entire crew.
He's a whole bunch of things, which is really amazing.
Oh, this is a cool thing.
Oh, man.
We love Cedar Cruz and some flora.
It's so bad that she's dead.
It's so bad.
Oh, how it's Cruz.
She was a community icon.
Oh, see that Cruz.
Remember that?
That's when I finally just lost contact with the Hispanic community when I had the goal.
You know, they gave up when you got on the site.
Yeah.
To rip the Cedar Cruz an ass.
You were so in tune with them before.
Right.
Now that's right.
We were singing a song side by side, T
right?
Side by side, B.
We're hanging out in Domino Park on Sundays.
Right.
We're in Arguabera's, Rickenark,
Kafe Kubano, right in the Kogelindew.
Kafe Kwonatee.
See?
Played over there.
Krabis.
Chicago, Illinois, and Wisconsin.
And wait a minute.
Oh, I see.
The city of Chicago and Wisconsin.
No, that's not.
See, this is bad.
They shouldn't know.
What is this from?
Well, the Quad Cities channel eight will screw them.
They don't know how to do this.
Illinois and Wisconsin today are launching a program that was residents by cheaper refills
on their prescription drugs from Canada, Ireland and the UK, a
government of Rod,
Blood Glyavitch.
That's his name.
It actually shows it's genetically a pronoun, and he's a Goy, and his name is
Blood Glyavitch.
Plants to kick off the program today at a news conference with Wisconsin Governor Jim Doyle.
They're starting this program despite federal laws banning prescription drug
importation.
They're saying, but I'm being up yours.
Under their plans consumers will use a website or tool-free number, full number to link them
to a Canadian-run clearinghouse that would provide information on costs of about a hundred of the most
common brand name drugs.
Consumers would then fax them here in the refill prescriptions which must pass the doctors
review before being filled by network pharmacy.
See here again, carries in favor of it.
Let's get those cheaper drugs, stop letting the drug companies rip off the public, and bush
of course, who's in bed with all of the big, I mean, new name it.
Any big corporations?
How's Kenny Borley doing, by the way?
You want to keep saying, you need to move the drugs exclusively on five-six- one-eighth-a-and.
The young is too young.
I've broken through her bedroom window.
And finally, I've just given my wig.
But I did not do who was crippled.
But that ain't doesn't do.
It's your play for the fish.
I guess my girlfriend forgot their candy.
And another bitch was someone else's wife.
A friend was living us that was pretty dead healthy.
And I found out, when it changed me with a knife, why didn't that bitch tell you?
I was too dark to see.
That's right.
She'd be in bed with her whole family.
It's a skeleton, this is not a beast.
That's what they'll be about.
Who just got the finger on her sweater?
No, it's not a monster.
We just got the last one.
143.
Poor Cecil, man.
He just wanted to take a look.
Just look, yeah, I'll go in there, take a look.
He was going on, which he looked like in the sack, and stuff like that.
Oh, and speaking of things in the sack, coroner says in Denver, removing man's organs was homicide.
And you want to know why?
Why?
He wasn't completely dead yet.
He was mostly dead.
A western Colorado coroner said yesterday that two hospitals allowed vital organs to be removed from a man.
They had proven before they had proven he was brain dead, and he declared that it's a homo side.
The cause of William Rardin's death was removal of his internal organs by an organ recovery team.
Matt Rose County, coroner Mark Young, said he said he didn't believe the case would be a criminal matter,
but that it should be the clarification of what the accepted standard is.
Oh, let's ask Terry Shival, maybe she's got the answer.
Rardin's heart, liver pancreas, and two kidneys were translated into waiting patients, and yet his brain wasn't dead yet.
Well, I can think a lot of people of QAN that if that were, if that was a standard.
They'd be popping eyes out by parts like crazy, you know, kidneys, bladders.
Bad news, by the way, I don't want to pee on anybody's parades, especially this close to election, just four weeks from today,
and with a big vice presidential debate coming up tonight, oil prices hit a new record.
About $50 a barrel today is a prolonged U.S. production outage.
Following Hurricane Ivan, it's directed first specter live buying.
Oh, no.
But thank you for those low gas prices, though, Mr. President.
U.S. light-cooked climbed 75 cents to 566 a barrel and London Brent crude, and there's nothing cruder than those brits,
rose 74 cents to 4693 a barrel.
Why is it that the brits have got such bad breath and such nasty teeth?
I guess they go hand in hand side by each.
Right, double-played.
God, they have got the nastiest teeth.
Gee, black, nasty, gross, and their teeth too.
Supply anxiety is building ahead of the Northern Hemisphere, winter, when demand for heating will all boy.
It's gonna be a long cold winter, baby.
When demand for heating will all surges, inventories of crude and distillates in the world's top energy user,
the U.S. are running as much as 4% below last year.
U.S. production has been slow to recover from Hurricane Ivan, and people are worried by the low-level crude and distill inventories.
I had a winter yachty on it.
Let's take a look on the gambling channel, which I've very sucked.
I avoided, asciitiously, whatever the hell that means.
Let's take a look at our customers.
But the dollar's down by 20.
Oh, oh no.
Crude oil is almost $51 a barrel, record $50.94.
$50.94.
Oh my God!
Holy moly, thanks for those low gas prices, Mr. President.
Thanks for that fantastic job you got of securing peace in the Middle East too.
You got a racquetag.
I noticed that those Israelis in the Palestinians are just, they're giving each other candy and flowers.
I wasn't a while some of that, but generally speaking, they're exchanging halava.
I wouldn't be surprised if the Palestinians are eating a humiliation come for them time, wouldn't you think?
No doubt.
WQAM, hello.
Hello.
Yes, sir.
I thought they're, you know, speaking.
How are you, buddy?
Good, buddy.
How are you doing, Pali?
Good. I want to say that clear eyes that cancel less than me.
Yeah.
That's it.
Oh, okay, thanks.
Good. That's good news.
Clear eye guy canceled, which I say.
Oh, right.
Never watched it anyway.
See now, Raymond Bird, there was a good stereotype for our gay Americans, but naturally we were
able to see Paul in and all these screaming flamers on these Soviet shows.
It's really sad.
It's tragic.
It's just like, you know, fat Albert.
I mean, couldn't black people have a little bit better stereotype than, like maybe Barack Obama, for example.
And there you go.
An articulate, literate guy who was, yeah, I mean, I would say Julian Bond, but Julian
Bond was like, complex in the course of art 4.0.
He's not really even black, you know.
So what do we get?
We get like fat Albert and we get the rappers and all the, the low lives of the universe.
And that crap.
Well, that's what black people are about.
Well, of course it's not.
What is that?
It's like a self-fulfilling death wish is what it's like.
Not that we live in a racist country or anything like that.
You know, it seems like a real rotten piece of shit.
Listen, it's like something to see you, A.M.
Howard David's the bitch.
Let's go, Moonir.
Go, go, go, go.
She's finally slowly in hell.
Looks like the fight's a roadstack.
Now spread the body roll balls.
Barbara Bush has already fell, and I,
those other eyes, not now.
It's happened when she realized.
She raised more criminal crowds.
Barbara Bush has already fell, and I...
That she's pissed me, or that crap me.
And she raised more crimes than that me.
She's a troublemaker.
And she's half-brick too, and I don't say they want no more.
What's like she's marriage and a goal between her thighs and my legs.
But she tells it now.
She never seems as poor.
But...
Barbara Bush has already fell, and I...
We've been with George Boyce, and James Boyce, not so bad,
she's made of wild and lush, and we've been kicked back.
And smell just like the magic sauce, and a thin hat.
Barbara Bush, we've been with you for the last time.
I'm a bad baby.
Barbie Bell tonight.
You can make people do anything if you're afraid.
If they make the action flow, all of the airports in the United States,
all commercial airlines have it was grounded.
But we had some airplanes that authorized at the highest levels of our government
to pick up the sum of bin Laden family members to transport the motor to the country.
Middle of the wall, corporations, society, the whole of the town,
is to figure out how much money they need.
Where's that oil sub flowing?
It's got to be a lot of money.
Whatever it costs, the government would be.
It's going to be a good business, a bad for the people.
Charmander, kind of good numbers of Congress,
they're going to get their chips and listed in the army, and go over to Iraq.
If you want to take the tree back,
it allows researchers of medical and financial records.
He gets law enforcement models, I'm going to get a power.
The weight you'll be living tonight is principally the middle of the night,
how to Congress has the play tree back, so that we don't leave any.
Sit down nicely.
We don't read most of the bills.
No one reads.
Never before, there's a point before.
I'd like to read to the USA, be sure to have.
The day evening, so.
What's happening?
The boy going to his power.
Arditham, Arditham, do the streets of small town in Meradaz.
Do the scrum flying.
This is impressive for us to have, and I have most.
Some people call you dearly.
I call you my base.
It comes from true stories that will make you a chair for true rights.
I call upon all nations to do everything they can to stop these terrorist killers.
Thank you.
Now let's destroy.
Okay, just a little reminder to go out and pick up the DVD that I've heard in high-nine eleven hour.
I don't know about you.
Are you looking at our computer right now at the screen?
No, the matter of fact, I was just shutting it down.
We'll take a peek at it.
Are you seeing our website or any other website at this point?
I can't see anything at this point.
But Josh can't.
And?
He's reporting quickly.
Come on, Josh.
Does it look like normal?
I'll tell you in a minute.
Well, when I went to school in Ottawa, I see it's four minutes till the hour.
I didn't have minutes until two.
And already these guys are like packing it in if I can say that.
Can I say that?
They're packing it up.
And they're going to go home.
We're checking on to stay there.
But like we got a few faces to try.
The normal net looks like to me is dead.
Now I don't want to get anybody panicking.
He could be my computer, but I really doubt it.
Yes, yours.
I beg your pardon?
Everything's fine over here.
Is it really?
That's right.
Maybe my server is down.
You think that's possible?
How the hell did that happen?
Maybe we just had a big macket hack on our server, something like that.
So if you don't get any bedtime stories, you're most because you're on the Fritz.
I'll be damned.
Nothing.
And if we just our website, I said, well, there we go again.
Somebody's diddlein' bowed diddlein' with it again.
So I can't give you the results.
And maybe you want to give the result of what the poll is right now or not.
As a case, maybe.
How would they don't care?
Go for it, Josh.
John Candy, 138 votes.
Mike Meyer, 80.
Jim Carrey, 71.
Neil Young, 64.
Leslie Nielsen, 46.
William Shatter, 41.
Everybody else.
Small potatoes.
Yeah, exactly.
After that.
Well, wouldn't that be something if the whole, and I'm thinking to myself, wow, maybe we just had a internet,
I'm not that want to get people panicking, you understand?
Oh my God.
But maybe it's just me.
Maybe it's something that happened with my server here or with the computer?
Who the hell knows?
Just out of nowhere.
Don't you find that a little bit odd?
A little bit of a little bit of a little strange, unusual?
A little bit.
Look at this.
This page cannot be displayed no matter which site they flick us.
So I'll, I'll do it with it when we're done a couple of minutes here.
WQA, hello.
Oh, and I'll look at that.
Oh, and guess, yes.
Now what the hell is that all about?
All the dots are gone.
Yeah.
We got them here though.
So what does that mean?
I think you're having a line problem.
A line problem?
Like a telephone-y problem.
And guess who's meddling with our line?
Oh, now this could be just a coincidence, but I doubt it this morning before the show.
Oh no.
This freaking engineering department at WQAM, so help me, guys.
We haven't had one moment of downtime with this computer since the three years I've been doing shows here.
This studio works as fine as DIY, and now all of a sudden that Jim Boris Yeltsin has got the number and did it around with the phone company here
because of some alleged problem on this end with the fact in which I'm sure is on your end.
Now all of a sudden, nothing is coming out.
Oh, whatever they just did there, you better before you leave.
Go out and grab him by those long hair.
I was going to say about the short hair, but you don't have any.
By the long hair, just drag him bodily around in a hallway there until somebody kicks him sensing his head.
See, it's the old QAM model again.
If it ain't broke, screw around with it. Fix it.
Oh, well, you know something maybe vacation is going to start a couple days early this year.
This vacation.
Yeah, you guys were talking about it, huh?
Yeah, you can't.
Everything was going along just hunky-dory.
The phone was working just fine. The internet was working just fine.
And now we got QAM.
And again, screw up with things.
Just just dig along.
Okay, well, it's another project for us to work on.
Because like I've always told you, we can never get like more than one toe on the ground at the same time.
That's what Ms. Must says.
Mad Dog coming up next to Humpward for this afternoon.
Heaven help!
Bye, bye, bye!
I love eating nuts.
